product_id,brand,title,price,category,rating,image_url,product_url,path
B0BP2SBRG7,adidas,Unisex Adults 3-Stripes Linear Half-Crew Cushioned Socks 3 Pairs Socks (pack of 1),29,New season,4.6,https://m.media-amazon.com/images/I/71LLCl4NnSL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BP2SBRG7,img_00051
B0CZLM5KGT,adidas,Unisex Kids Little Kids Logo Backpack Backpack,41,New season,3.9,https://m.media-amazon.com/images/I/91cSq177s+L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CZLM5KGT,img_00052
B000J39T2S,Casio,Quartz Watch: AQ-230 Men,85.75,New season,4.4,https://m.media-amazon.com/images/I/71Tz2scwrHL._AC_UL320_.jpg,https://www.amazon.ae/dp/B000J39T2S,img_00053
B0C8HX52GL,Skechers,MICROSTRIDES girls SPORTS,155,New season,4.4,https://m.media-amazon.com/images/I/81DOBwxcNvL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0C8HX52GL,img_00054
B0CM6TZCNK,Nike,Mens NSW RPM 2.0 BACKPACK,288,New season,4.5,https://m.media-amazon.com/images/I/71f1tkff-kL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CM6TZCNK,img_00055
B0BRWFYZ4J,GUESS,Womens Noelle Top Zip Shoulder Bag Handbag (pack of 1),325,New season,4.7,https://m.media-amazon.com/images/I/61VIcEcNgnL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BRWFYZ4J,img_00056
B093LQ8W49,Under Armour,Undeniable 5.0 Duffle,109,New season,4.6,https://m.media-amazon.com/images/I/51CzgAOIMRL._AC_UL320_.jpg,https://www.amazon.ae/dp/B093LQ8W49,img_00057
B0D5C4581M,PUMA,Men's 8 Pack Low Cut Socks Running Socks,45.29,New season,4.7,https://m.media-amazon.com/images/I/71rv851PRJL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D5C4581M,img_00058
B0CKJTVRGV,PUMA,Courtflex unisex-child Low Boot,99.67,New season,4.4,https://m.media-amazon.com/images/I/61-R1rTzT5L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CKJTVRGV,img_00059
B0778848PF,Skechers,Nampa-Groton mens Work Shoe,153.88,New season,4.1,https://m.media-amazon.com/images/I/816ZVBvIKfL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0778848PF,img_00060
B0BB3FTKV2,Lacoste,METROPOLE Men Jewelry,239,New season,4.6,https://m.media-amazon.com/images/I/51MzqyuMbDL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BB3FTKV,img_00061
B01M8JXI4M,Lacoste,Tote shopping bags for Women's,329,New season,4.7,https://m.media-amazon.com/images/I/715jRJo+nBL._AC_UL320_.jpg,https://www.amazon.ae/dp/B01M8JXI4M,img_00062
B07FKFHTF7,Nike,unisex-adult Everyday Cushion Ankle 3 Pack SOCKS (pack of 1),53,New season,4.5,https://m.media-amazon.com/images/I/61Be5LVi4nL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07FKFHTF7,img_00063
B078GH9TMW,Havaianas,Unisex's Top Color Flip-Flop,69.24,New season,4.1,https://m.media-amazon.com/images/I/61HuwU19eDL._AC_UL320_.jpg,https://www.amazon.ae/dp/B078GH9TMW,img_00064
B0DJNTGRQH,adidas,Unisex Kids Power Backpack Youth BACKPACK,83,New season,3.5,https://m.media-amazon.com/images/I/81LpJpHunIL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DJNTGRQH,img_00065
B08TWBFWQF,oscaurt,oscaurt Mesh Beach Bag Extra Large Waterproof Sandproof Beach Tote Pool Swim Bag Travel Vacation Essentials,26.59,New season,4.7,https://m.media-amazon.com/images/I/71PW73QQsXL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08TWBFWQF,img_00066
B07W82S4FL,Nike,mens M Nk Dry Park Vii Jsy Ss T-Shirt,71,New season,4.6,https://m.media-amazon.com/images/I/71uhSvuf1HL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07W82S4FL,img_00067
B0BNHCNNJ6,adidas,Unisex Kids Power Backpack Backpack,86,New season,4.7,https://m.media-amazon.com/images/I/81aUaFV5QyL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BNHCNNJ6,img_00068
B07DVY2969,Lacoste,Women Nf2142aa Shopping Bag (pack of 2),465,New season,4.7,https://m.media-amazon.com/images/I/81ZDeab0AbL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07DVY2969,img_00069
B0BXXV45RL,Branduce,"2.4""（6cm） Solid Pure Color Skinny Tie Plain Slim Necktie for Men",15.9,New season,4.6,https://m.media-amazon.com/images/I/81gKiIaUAaL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BXXV45RL,img_00070
B0BRV6NTPX,Long Keeper,Unisex Adult No small sling bag,22.65,New season,4.1,https://m.media-amazon.com/images/I/71fmIdWZhYL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BRV6NTPX,img_00071
B0CHGWX7HG,Under Armour,unisex-adult Hustle 6.0 Backpack Backpack,156,New season,4.8,https://m.media-amazon.com/images/I/61zMfXiITGL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CHGWX7HG,img_00072
B0D3L6XCLG,bagsmart,Women Bm0305067an tote bag,202.49,New season,4.7,https://m.media-amazon.com/images/I/61t4jBybtfL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D3L6XCLG,img_00073
B0CDCNTZNP,the north face,Men's Waterproof Antora Rain Hoodie Jacket (Standard and Big Size) - PFAS Free,468.5,New season,4.7,https://m.media-amazon.com/images/I/710QF3Vg9fL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CDCNTZNP,img_00074
B0BN1N4PHB,AWAYTR,womens Double Layer Long Satin Bonnet Long Satin Bonnet (pack of 1),24.89,New season,4.5,https://m.media-amazon.com/images/I/71k+oBInHTL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BN1N4PHB,img_00075
B0B1V9BMJY,JANSPORT,"Large Accessory Pouch - Secure Storage Space for Pens, Power Cords, Pencil Case, Ideal For Everyday need, 1.3L, Navy",89,New season,4.9,https://m.media-amazon.com/images/I/41pTXmQP3QL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B1V9BMJY,img_00076
B0BGXM7NLQ,adidas,Unisex Adults 3-Stripes Cushioned Crew 3 Pairs Socks,55,New season,4.7,https://m.media-amazon.com/images/I/81XBTGlPFFL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BGXM7NLQ,img_00077
B0DM6Z9VP8,New Balance,Unisex Lightweight Crew Socks 3 Pack Socks (pack of 1),27.89,New season,4.5,https://m.media-amazon.com/images/I/61ofohJRCgL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DM6Z9VP8,img_00078
B0CD69CFNZ,M X M,Travel Moving Trolley Luggage Foldable Bag with Wheels XX-Large 30kg/120L â€“ Waterproof Zipper Extendable Duffel Organizer Bag (Black-A),51.95,New season,3.7,https://m.media-amazon.com/images/I/51wiDNT6HuL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CD69CFNZ,img_00079
B0B45VNN5M,adidas,"Unisex Tiro League Duffel Bag, Black/White, S",89,New season,4.6,https://m.media-amazon.com/images/I/81UjAvncPDL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B45VNN5M,img_00080
B0DLL5PHGV,adidas,"Marvel Spider-Man Backpack Kids, Recycled Polyester, Black",93,New season,,https://m.media-amazon.com/images/I/81GsRt8PNBL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DLL5PHGV,img_00081
B0DRW2D6GM,ALDO,Women's Ruya HANDBAG,99.85,New season,5,https://m.media-amazon.com/images/I/510H9PA6OIL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DRW2D6GM,img_00082
B0FG3421VR,JANSPORT,Cross Town Plus Medium laptop backpack Misty Rose EK0A5BLBN591,125,New season,,https://m.media-amazon.com/images/I/81wEDtb9jhL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0FG3421VR,img_00083
B09J19C59Y,MOSISO,Laptop Shoulder Bag with 2 Raised&1 Flapover&1 Horizontal Pocket&Handle&Belt,,New season,4.6,https://m.media-amazon.com/images/I/71-imdZfpIL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09J19C59Y,img_00084
B07VWT4XRG,FITRELL,3 Pairs Compression Socks for Women and Men 20-30mmHg-Circulation Support Socks,48.82,New season,4.5,https://m.media-amazon.com/images/I/71CUmyhYe2L._AC_UL320_.jpg,https://www.amazon.ae/dp/B07VWT4XRG,img_00085
B0B2WZNQVN,adidas,Tensaur Sport 2.0 Cf K unisex-child Shoes,113.4,New season,4.5,https://m.media-amazon.com/images/I/61iXPyo4COL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B2WZNQVN,img_00086
B0C4YQPGK7,adidas,Unisex Adults Power Backpack,84,New season,4.6,https://m.media-amazon.com/images/I/81X3DyNTqqL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0C4YQPGK7,img_00087
B08Z5Z82QT,Nike,unisex-adult Everyday Cushion Crew 3 Pack SOCKS (pack of 1),52,New season,4.5,https://m.media-amazon.com/images/I/61sZAdj+h6L._AC_UL320_.jpg,https://www.amazon.ae/dp/B08Z5Z82QT,img_00088
B07D15X8BD,Kipling,"Miyo Luggage, MIYO",213.48,New season,4.7,https://m.media-amazon.com/images/I/619BxcQr+0L._AC_UL320_.jpg,https://www.amazon.ae/dp/B07D15X8BD,img_00089
B09VT1FCYN,KALIDI,Unisex Adult Btb Mesh Casual Beach,21.9,New season,4.6,https://m.media-amazon.com/images/I/81eSul9g-zL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09VT1FCYN,img_00090
B08QYQH3J4,Nike,unisex-adult V Cush Crew - 3 Pack Socks,60,New season,4.6,https://m.media-amazon.com/images/I/71qR6QMzlhL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08QYQH3J4,img_00091
B0C5J8KWNH,PUMA,Melanite Slip On mens Shoes,103.68,New season,4.1,https://m.media-amazon.com/images/I/61hWZul1wiL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0C5J8KWNH,img_00092
B00M17LFWM,Havaianas,"Slim, Zehentrenner Damen",109,New season,4.6,https://m.media-amazon.com/images/I/61qDBJ0UpCL._AC_UL320_.jpg,https://www.amazon.ae/dp/B00M17LFWM,img_00093
B074MKCXLH,Havaianas,Unisex's Brasil Logo Flip Flops,92,New season,4.6,https://m.media-amazon.com/images/I/71QQlsQqV0L._AC_UL320_.jpg,https://www.amazon.ae/dp/B074MKCXLH,img_00094
B0D1VSW6LH,Tommy Jeans,Women's Daily Elevated Crossover Handbag,339.13,New season,,https://m.media-amazon.com/images/I/51jkaqclbnL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D1VSW6LH,img_00095
B0F9YM3P1G,Nike,Unisex Elemental Label Handbag,119,New season,,https://m.media-amazon.com/images/I/71ihoITzEfL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0F9YM3P1G,img_00096
B091MK45DB,Shining Diva Fashion,"Latest Stylish Rose Gold Austrian Crystal Bracelet for Women and Girls (11942b), free",21.08,New season,4.1,https://m.media-amazon.com/images/I/51JBNLtPvQS._AC_UL320_.jpg,https://www.amazon.ae/dp/B091MK45DB,img_00097
B0CN9TGT14,The North Face,Unisex Kids Jester Backpack,,New season,4.7,https://m.media-amazon.com/images/I/61WhXeIZryL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CN9TGT14,img_00098
B0CVXTS7XP,Casio,General Line Watch: Black WS-1700H-1AVDF,143.59,New season,4.4,https://m.media-amazon.com/images/I/61L8QaDng7L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CVXTS7XP,img_00099
B07K2MLC3L,adidas,Adilette Aqua unisex-adult Sandals,61,New season,3.9,https://m.media-amazon.com/images/I/41tC3c-R3aL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07K2MLC3L,img_00100
B0BJ4MZLDX,Under Armour,Unisex Adults Loudon Backpack,,New season,4.5,https://m.media-amazon.com/images/I/71SR9k0L0iL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BJ4MZLDX,img_00101
B0D3J17ZPB,Skechers,MICROSTRIDES Girls SPORTS,110,New season,4.3,https://m.media-amazon.com/images/I/81FhdfHTUzL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D3J17ZPB,img_00102
B0CYHD7ZW1,Under Armour,UA Undeniable 5.0 Duffle XS TRAINING for unisex BLACK OSFM,84,New season,4,https://m.media-amazon.com/images/I/6107YUu-zEL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CYHD7ZW,img_00103
B0BPSMBMW5,adidas,"Unisex Essentials Duffel Bag, Black/White, XS",65,New season,4.2,https://m.media-amazon.com/images/I/81y-NdTBz4L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BPSMBMW,img_00104
B0CKXT54DG,adidas,Runfalcon 5 unisex-child Shoes,119,New season,4.5,https://m.media-amazon.com/images/I/71pxPAd9ATL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CKXT54DG,img_00105
B0739TY3TD,Angel Kiss,Handbags for Women Hobo Purse Roomy Casual Shoulder Bags PU Tote Bag Crossbody Bag for Women,119.97,New season,4.4,https://m.media-amazon.com/images/I/71YJXwmJipL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0739TY3TD,img_00106
B0D3J1SMDV,Skechers,BOUNDER boys Shoes,79.09,New season,4.4,https://m.media-amazon.com/images/I/71ucKecpO8L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D3J1SMDV,img_00107
B09HZD4THS,adidas,Adilette Shower Slides Beach & Pool U Slipper unisex-adult Slides,68,New season,4,https://m.media-amazon.com/images/I/41+m-t9gLPL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09HZD4THS,img_00108
B09HZBKY2N,adidas,Duramo 10 womens Running Shoe,101.05,New season,4.2,https://m.media-amazon.com/images/I/71PjZKb6ecL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09HZBKY2N,img_00109
B0D3HZKKSQ,Skechers,GO RUN 400 V2 boys Shoes,87.05,New season,4.7,https://m.media-amazon.com/images/I/71Nhn3cApIL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D3HZKKSQ,img_00110
B07192Q1M4,JANSPORT,Unisex-Adult Cool Student Backpack,246.14,New season,4.8,https://m.media-amazon.com/images/I/71BLtkFDHHL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07192Q1M4,img_00111
B09FM712XW,JANSPORT,Unisex Union Pack Backpacks,149,New season,4.6,https://m.media-amazon.com/images/I/51CojOMXJcL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09FM712XW,img_00112
B093LSFC4C,Under Armour,unisex-adult Undeniable 5.0 Duffle Md Duffel Bag,119,New season,4.7,https://m.media-amazon.com/images/I/71Ljc4+Qw8L._AC_UL320_.jpg,https://www.amazon.ae/dp/B093LSFC4C,img_00113
B001VG4RYM,Calvin Klein,mens 3P Hip Brief Boxer Short,186.76,New season,4.4,https://m.media-amazon.com/images/I/71KEFmu9L3L._AC_UL320_.jpg,https://www.amazon.ae/dp/B001VG4RYM,img_00114
